AudioScrobblerCache.java: net.sourceforge.atunes.kernel.modules.audioscrobbler StringUtils.java: net.sourceforge.atunes.utils 1->2: 0  2->1: 56
PlayListListener.java: net.sourceforge.atunes.kernel.controllers.playList FavoritesHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 0  2->1: 29
ApplicationDataHandler.java: net.sourceforge.atunes.kernel.handlers SystemTrayHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 25  2->1: 86
AudioScrobblerAlbumsRunnable.java: net.sourceforge.atunes.kernel.modules.audioscrobbler AudioScrobblerAlbum.java: net.sourceforge.atunes.kernel.modules.audioscrobbler 1->2: 0  2->1: 21
NavigationPanel.java: net.sourceforge.atunes.gui.views.panels NavigationTreeMouseListener.java: net.sourceforge.atunes.kernel.controllers.navigation.listeners 1->2: 112  2->1: 0
RipperHandler.java: net.sourceforge.atunes.kernel.handlers Mp4Encoder.java: net.sourceforge.atunes.kernel.modules.cdripper.encoders 1->2: 0  2->1: 42
CdRipper.java: net.sourceforge.atunes.kernel.modules.cdripper LanguageTool.java: net.sourceforge.atunes.utils 1->2: 0  2->1: 12
VisualHandler.java: net.sourceforge.atunes.kernel.handlers LanguageSelector.java: net.sourceforge.atunes.kernel.utils 1->2: 16  2->1: 0
CustomModalFrame.java: net.sourceforge.atunes.gui.views.controls EqualizerDialog.java: net.sourceforge.atunes.gui.views.dialogs 1->2: 8  2->1: 3
ApplicationDataHandler.java: net.sourceforge.atunes.kernel.handlers PlayListHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 51  2->1: 65
AppMenuListener.java: net.sourceforge.atunes.kernel.controllers.menu DesktopHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 0  2->1: 85
Kernel.java: net.sourceforge.atunes.kernel Timer.java: net.sourceforge.atunes.utils 1->2: 2  2->1: 16
ApplicationMenuBar.java: net.sourceforge.atunes.gui.views.menu LanguageTool.java: net.sourceforge.atunes.utils 1->2: 0  2->1: 171
EqualizerDialog.java: net.sourceforge.atunes.gui.views.dialogs LanguageTool.java: net.sourceforge.atunes.utils 1->2: 0  2->1: 13
PlayListColumns.java: net.sourceforge.atunes.gui.views.controls.playList Album.java: net.sourceforge.atunes.model 1->2: 0  2->1: 63
AudioScrobblerCache.java: net.sourceforge.atunes.kernel.modules.audioscrobbler Logger.java: net.sourceforge.atunes.utils.log4j 1->2: 0  2->1: 71
NavigationController.java: net.sourceforge.atunes.kernel.controllers.navigation PodcastFeed.java: net.sourceforge.atunes.kernel.modules.podcast 1->2: 0  2->1: 26
PlayListControlsListener.java: net.sourceforge.atunes.kernel.controllers.playListControls VisualHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 2  2->1: 26
