Win32Hotkeys.java: net.sourceforge.atunes.kernel.modules.hotkeys HotkeyHandler.java: net.sourceforge.atunes.kernel.modules.hotkeys 1->2: 13  2->1: 30
VlcPlayerHandler.java: net.sourceforge.atunes.kernel.modules.player.vlcplayer ApplicationState.java: net.sourceforge.atunes.kernel.modules.state 1->2: 1  2->1: 35
VlcPlayerHandler.java: net.sourceforge.atunes.kernel.modules.player.vlcplayer AudioObject.java: net.sourceforge.atunes.model 1->2: 0  2->1: 9
Mp4Encoder.java: net.sourceforge.atunes.kernel.modules.cdripper.encoders ClosingUtils.java: net.sourceforge.atunes.utils 1->2: 4  2->1: 12
ContextAlbumsTableModel.java: net.sourceforge.atunes.gui.model ContextPanelController.java: net.sourceforge.atunes.kernel.controllers.contextInformation 1->2: 25  2->1: 0
PlayerHandler.java: net.sourceforge.atunes.kernel.modules.player EqualizerHandler.java: net.sourceforge.atunes.kernel.modules.player 1->2: 14  2->1: 84
PlayListTabPanel.java: net.sourceforge.atunes.gui.views.panels PlayListTabListener.java: net.sourceforge.atunes.kernel.controllers.playListTab 1->2: 12  2->1: 0
Fonts.java: net.sourceforge.atunes.gui StatsDialogController.java: net.sourceforge.atunes.kernel.controllers.stats 1->2: 14  2->1: 0
PlayerPanel.java: net.sourceforge.atunes.gui.views.dialogs.editPreferences Hotkey.java: net.sourceforge.atunes.kernel.modules.hotkeys 1->2: 0  2->1: 65
FavoritesHandler.java: net.sourceforge.atunes.kernel.modules.favorites RepositoryHandler.java: net.sourceforge.atunes.kernel.modules.repository 1->2: 94  2->1: 29
CdToWavConverter.java: net.sourceforge.atunes.kernel.modules.cdripper.cdda2wav NoCdListener.java: net.sourceforge.atunes.kernel.modules.cdripper.cdda2wav 1->2: 0  2->1: 10
StandardFrame.java: net.sourceforge.atunes.gui PlayListPanel.java: net.sourceforge.atunes.gui.views.panels 1->2: 4  2->1: 13
FrameController.java: net.sourceforge.atunes.kernel.controllers.model StatsDialogController.java: net.sourceforge.atunes.kernel.controllers.stats 1->2: 11  2->1: 0
EditTagDialog.java: net.sourceforge.atunes.gui.views.dialogs Artist.java: net.sourceforge.atunes.kernel.modules.repository.model 1->2: 0  2->1: 31
GuiUtils.java: net.sourceforge.atunes.gui RipperProgressDialog.java: net.sourceforge.atunes.gui.views.dialogs 1->2: 2  2->1: 13
MPlayerHandler.java: net.sourceforge.atunes.kernel.modules.player.mplayer ProxyBean.java: net.sourceforge.atunes.kernel.modules.state.beans 1->2: 0  2->1: 12
ChangeTagProcess.java: net.sourceforge.atunes.kernel.modules.repository.tags.writer EditTagFromFileNamePatternProcess.java: net.sourceforge.atunes.kernel.modules.repository.tags.writer 1->2: 5  2->1: 4
Controller.java: net.sourceforge.atunes.kernel.controllers.model SearchResultsController.java: net.sourceforge.atunes.kernel.controllers.searchResults 1->2: 18  2->1: 3
RepositoryNavigationView.java: net.sourceforge.atunes.kernel.modules.navigator Pattern.java: net.sourceforge.atunes.kernel.modules.pattern 1->2: 1  2->1: 17
PlayListIO.java: net.sourceforge.atunes.kernel.modules.playlist PlayList.java: net.sourceforge.atunes.kernel.modules.playlist 1->2: 1  2->1: 18
NavigationTableMouseListener.java: net.sourceforge.atunes.kernel.controllers.navigation NavigationView.java: net.sourceforge.atunes.kernel.modules.navigator 1->2: 0  2->1: 11
PodcastFeedEntry.java: net.sourceforge.atunes.kernel.modules.podcast AudioObject.java: net.sourceforge.atunes.model 1->2: 22  2->1: 62
PreferencesPanel.java: net.sourceforge.atunes.gui.views.dialogs.editPreferences EditPreferencesDialogController.java: net.sourceforge.atunes.kernel.controllers.editPreferencesDialog 1->2: 47  2->1: 1
EditTagDialog.java: net.sourceforge.atunes.gui.views.dialogs EditTagDialogActionListener.java: net.sourceforge.atunes.kernel.controllers.editTagDialog 1->2: 15  2->1: 12
