MapredLocalTask.java: org.apache.hadoop.hive.ql.exec TaskFactory.java: org.apache.hadoop.hive.ql.exec 1->2: 4  2->1: 192
HiveConf.java: org.apache.hadoop.hive.conf EximUtil.java: org.apache.hadoop.hive.ql.parse 1->2: 36  2->1: 1
Utilities.java: org.apache.hadoop.hive.ql.exec ExprNodeConstantDesc.java: org.apache.hadoop.hive.ql.plan 1->2: 0  2->1: 29
DummyRawStoreForJdoConnection.java: org.apache.hadoop.hive.metastore Partition.java: org.apache.hadoop.hive.ql.metadata 1->2: 17  2->1: 154
TableScanOperator.java: org.apache.hadoop.hive.ql.exec BitmapIndexHandler.java: org.apache.hadoop.hive.ql.index.bitmap 1->2: 15  2->1: 0
HiveIOExceptionHandlerChain.java: org.apache.hadoop.hive.io HiveIOExceptionHandler.java: org.apache.hadoop.hive.io 1->2: 1  2->1: 13
UDAFExampleMaxMinNUtil.java: org.apache.hadoop.hive.contrib.udaf.example Hive.java: org.apache.hadoop.hive.ql.metadata 1->2: 0  2->1: 44
TypedBytesSerDe.java: org.apache.hadoop.hive.contrib.serde2 TypeInfo.java: org.apache.hadoop.hive.serde2.typeinfo 1->2: 0  2->1: 18
UDF.java: org.apache.hadoop.hive.ql.exec UDFReverse.java: org.apache.hadoop.hive.ql.udf 1->2: 9  2->1: 6
DDLTask.java: org.apache.hadoop.hive.ql.exec Privilege.java: org.apache.hadoop.hive.ql.security.authorization 1->2: 0  2->1: 206
UDFAsin.java: org.apache.hadoop.hive.ql.udf DoubleWritable.java: org.apache.hadoop.hive.serde2.io 1->2: 0  2->1: 14
GroupByOperator.java: org.apache.hadoop.hive.ql.exec TypeInfo.java: org.apache.hadoop.hive.serde2.typeinfo 1->2: 2  2->1: 12
ReduceSinkDeDuplication.java: org.apache.hadoop.hive.ql.optimizer ParseContext.java: org.apache.hadoop.hive.ql.parse 1->2: 1  2->1: 57
UDAFUnionMap.java: org.apache.hive.builtins HiveException.java: org.apache.hadoop.hive.ql.metadata 1->2: 0  2->1: 35
FlatFileInputFormat.java: org.apache.hadoop.hive.ql.io Deserializer.java: org.apache.hadoop.hive.serde2 1->2: 0  2->1: 27
Partition.java: org.apache.hadoop.hive.ql.metadata PartitionPruner.java: org.apache.hadoop.hive.ql.optimizer.ppr 1->2: 149  2->1: 0
FunctionRegistry.java: org.apache.hadoop.hive.ql.exec SemanticAnalyzer.java: org.apache.hadoop.hive.ql.parse 1->2: 31  2->1: 1
MDatabase.java: org.apache.hadoop.hive.metastore.model MTable.java: org.apache.hadoop.hive.metastore.model 1->2: 14  2->1: 2
CliSessionState.java: org.apache.hadoop.hive.cli Hive.java: org.apache.hadoop.hive.ql.metadata 1->2: 10  2->1: 37
