,Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,project,is_god_class
1635,Public Class,org.apache.cassandra.cql.jdbc.JdbcDecimal,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,,0.0,1.0,,,,13.0,0.0,13.0,25.0,1.0,0.0,0.0,12.0,,93,19,69,23,29,5,,,,33,53,25,28,,,,,,4.0,4.0,4.0,3.0,,2.0,1,,0.0,0.0,0.07,19,19,19,15,cassandra,False
1649,Public Class,org.apache.cassandra.cql.jdbc.JdbcDouble,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,2.0,2.0,0.0,,0.0,1.0,,,,13.0,0.0,13.0,25.0,1.0,0.0,0.0,12.0,,75,14,61,15,17,0,,,,15,31,15,16,,,,,,3.0,3.0,3.0,1.0,,2.0,1,,0.0,0.0,0.0,16,16,16,13,cassandra,False
1663,Public Class,org.apache.cassandra.cql.jdbc.JdbcFloat,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,2.0,2.0,0.0,,0.0,1.0,,,,13.0,0.0,13.0,25.0,1.0,0.0,0.0,12.0,,75,14,61,15,17,0,,,,15,31,15,16,,,,,,3.0,3.0,3.0,1.0,,2.0,1,,0.0,0.0,0.0,16,16,16,13,cassandra,False
1677,Public Class,org.apache.cassandra.cql.jdbc.JdbcInt32,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,2.0,2.0,0.0,,0.0,1.0,,,,13.0,0.0,13.0,25.0,1.0,0.0,0.0,12.0,,77,14,63,15,17,0,,,,15,31,15,16,,,,,,3.0,3.0,3.0,1.0,,2.0,1,,0.0,0.0,0.0,15,15,15,13,cassandra,False
1691,Public Class,org.apache.cassandra.cql.jdbc.JdbcInteger,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,,0.0,1.0,,,,13.0,0.0,13.0,25.0,1.0,0.0,0.0,12.0,,71,14,57,15,17,0,,,,15,31,15,16,,,,,,3.0,3.0,3.0,3.0,,2.0,1,,0.0,0.0,0.0,15,15,15,15,cassandra,False
1705,Public Class,org.apache.cassandra.cql.jdbc.JdbcLexicalUUID,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,2.0,2.0,0.0,,0.0,1.0,,,,4.0,0.0,4.0,25.0,0.0,0.0,0.0,4.0,,29,4,25,6,8,0,,,,6,13,6,7,,,,,,3.0,3.0,3.0,1.0,,3.0,1,,0.0,0.0,0.0,6,6,6,4,cassandra,False
1710,Public Class,org.apache.cassandra.cql.jdbc.JdbcLong,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,2.0,2.0,1.0,,0.0,1.0,,,,13.0,0.0,13.0,25.0,1.0,0.0,0.0,12.0,,77,14,63,15,17,0,,,,15,31,15,16,,,,,,3.0,3.0,3.0,1.0,,2.0,1,,0.0,0.0,0.0,15,15,15,13,cassandra,False
1724,Public Class,org.apache.cassandra.cql.jdbc.JdbcTimeUUID,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,2.0,2.0,0.0,,0.0,1.0,,,,4.0,0.0,4.0,25.0,1.0,0.0,0.0,3.0,,34,4,30,7,11,0,,,,8,16,7,9,,,,,,4.0,4.0,4.0,1.0,,3.0,1,,0.0,0.0,0.0,7,7,7,4,cassandra,False
1729,Public Class,org.apache.cassandra.cql.jdbc.JdbcUTF8,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,2.0,2.0,0.0,,0.0,1.0,,,,13.0,0.0,13.0,25.0,0.0,0.0,0.0,13.0,,73,13,60,15,16,0,,,,14,29,15,14,,,,,,2.0,2.0,2.0,1.0,,2.0,1,,0.0,0.0,0.0,14,14,14,13,cassandra,False
1743,Public Class,org.apache.cassandra.cql.jdbc.JdbcUUID,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,2.0,2.0,0.0,,0.0,1.0,,,,4.0,0.0,4.0,25.0,1.0,0.0,0.0,3.0,,33,5,28,6,11,0,,,,8,16,6,10,,,,,,3.0,3.0,3.0,1.0,,3.0,1,,0.0,0.0,0.0,7,7,7,4,cassandra,False
1748,Public Class,org.apache.cassandra.cql.jdbc.MarshalException,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,,12,1,11,3,2,0,,,,2,5,3,2,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,2,2,2,2,cassandra,False
1751,Public Class,org.apache.cassandra.cql.jdbc.TypesMap,2.0,2.0,3.0,1.0,7.0,0.0,6.0,1.0,1.0,16.0,16.0,0.0,,1.0,1.0,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,31,2,28,4,19,1,,,,18,21,3,18,,,,,,2.0,2.0,3.0,1.0,,1.0,1,,0.0,0.0,0.04,2,2,3,1,cassandra,False
1754,Public Class,org.apache.cassandra.cql3.Attributes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,10,0,6,4,0,4,,,,3,4,4,0,,,,,,0.0,0.0,0.0,0.0,,1.0,0,,0.0,0.0,0.67,0,0,0,0,cassandra,False
1755,Public Class,org.apache.cassandra.cql3.CFDefinition,3.0,3.0,3.0,1.0,18.0,0.0,16.0,0.0,2.0,10.0,10.0,0.0,,3.0,4.0,,,,6.0,7.0,9.0,9.0,0.0,3.0,0.0,6.0,,281,33,234,54,122,15,,,,102,151,62,89,,,,,,8.0,8.0,10.0,4.0,,1.0,3,,68.0,68.0,0.06,28,28,33,12,cassandra,False
1782,Public Class,org.apache.cassandra.cql3.CFName,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,6.0,2.0,6.0,6.0,0.0,0.0,0.0,6.0,,36,6,30,10,6,0,,,,8,15,9,6,,,,,,2.0,2.0,2.0,1.0,,1.0,0,,41.0,41.0,0.0,9,9,9,6,cassandra,False
1789,Public Class,org.apache.cassandra.cql3.CFPropDefs,2.0,2.0,2.0,1.0,14.0,0.0,14.0,0.0,1.0,7.0,7.0,0.0,,1.0,17.0,,,,4.0,3.0,5.0,14.0,0.0,0.0,0.0,5.0,,140,16,123,32,86,1,,,,73,88,29,59,,,,,,4.0,4.0,4.0,4.0,,2.0,2,,55.0,55.0,0.01,14,14,14,8,cassandra,False
1800,Public Class,org.apache.cassandra.cql3.ColumnIdentifier,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,3.0,3.0,3.0,0.0,,0.0,0.0,,,,9.0,2.0,9.0,9.0,0.0,0.0,0.0,9.0,,61,9,49,16,14,3,,,,15,26,13,13,,,,,,2.0,2.0,2.0,1.0,,1.0,1,,55.0,55.0,0.06,11,11,11,9,cassandra,False
1817,Public Class,org.apache.cassandra.cql3.KSPropDefs,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,2.0,2.0,0.0,,0.0,4.0,,,,6.0,2.0,6.0,15.0,0.0,0.0,0.0,6.0,,64,11,52,17,24,1,,,,21,31,15,16,,,,,,2.0,2.0,3.0,1.0,,2.0,1,,58.0,33.0,0.02,9,9,10,6,cassandra,False
1824,Public Class,org.apache.cassandra.cql3.Operation,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,3.0,3.0,0.0,,0.0,0.0,,,,4.0,3.0,4.0,4.0,0.0,0.0,0.0,4.0,,34,5,27,9,8,2,,,,9,15,9,6,,,,,,2.0,2.0,2.0,1.0,,1.0,0,,33.0,8.0,0.07,5,5,6,4,cassandra,False
1832,Public Class,org.apache.cassandra.cql3.PropertyDefinitions,2.0,2.0,2.0,1.0,8.0,0.0,8.0,0.0,1.0,0.0,0.0,2.0,,1.0,1.0,,,,8.0,1.0,9.0,9.0,0.0,0.0,1.0,8.0,,96,11,82,16,34,3,,,,21,40,17,23,,,,,,4.0,4.0,4.0,3.0,,1.0,2,,55.0,11.0,0.04,19,19,19,15,cassandra,False
1842,Public Class,org.apache.cassandra.cql3.QueryProcessor,2.0,2.0,3.0,1.0,15.0,1.0,13.0,0.0,1.0,15.0,15.0,0.0,,15.0,2.0,,,,0.0,0.0,15.0,15.0,0.0,4.0,0.0,11.0,,248,34,205,46,106,9,,,,74,111,40,71,,,,,,7.0,7.0,8.0,6.0,,1.0,3,,0.0,0.0,0.04,40,40,45,20,cassandra,False
1858,Public Class,org.apache.cassandra.cql3.Relation,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,1.0,3.0,3.0,0.0,,1.0,0.0,,,,9.0,5.0,10.0,10.0,0.0,1.0,0.0,9.0,,101,13,76,20,30,12,,,,29,47,18,29,,,,,,2.0,2.0,2.0,1.0,,1.0,1,,68.0,38.0,0.16,11,11,11,10,cassandra,False
1873,Public Class,org.apache.cassandra.cql3.Term,2.0,2.0,2.0,1.0,10.0,0.0,8.0,1.0,1.0,7.0,7.0,0.0,,1.0,0.0,,,,13.0,4.0,14.0,14.0,0.0,1.0,0.0,13.0,,165,17,122,27,57,27,,,,44,74,24,50,,,,,,10.0,10.0,10.0,10.0,,1.0,2,,57.0,28.0,0.22,35,35,36,27,cassandra,False
1892,Public Class,org.apache.cassandra.cql3.UntypedResultSet,1.0,1.0,1.0,1.0,8.0,0.0,7.0,0.0,2.0,1.0,1.0,0.0,,0.0,0.0,,,,3.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,,74,12,60,14,20,2,,,,16,33,17,16,,,,,,2.0,2.0,2.0,1.0,,1.0,1,,33.0,33.0,0.03,4,4,4,3,cassandra,False
1907,Public Class,org.apache.cassandra.cql3.statements.AlterKeyspaceStatement,2.0,2.0,2.0,1.0,13.0,1.0,11.0,0.0,1.0,11.0,11.0,0.0,,0.0,0.0,,,,4.0,2.0,4.0,21.0,0.0,0.0,0.0,4.0,,62,8,52,10,26,2,,,,17,28,9,19,,,,,,6.0,6.0,7.0,1.0,,4.0,2,,12.0,12.0,0.04,10,10,11,4,cassandra,False
1912,Public Class,org.apache.cassandra.cql3.statements.AlterTableStatement,7.0,4.0,7.0,3.0,29.0,2.0,26.0,0.0,1.0,17.0,17.0,0.0,,0.0,0.0,,,,4.0,4.0,4.0,21.0,0.0,0.0,0.0,4.0,,133,15,118,19,83,1,,,,51,71,19,52,,,,,,26.0,16.0,26.0,10.0,,4.0,4,,31.0,31.0,0.01,29,19,29,13,cassandra,False
1920,Public Class,org.apache.cassandra.cql3.statements.BatchStatement,3.0,3.0,3.0,1.0,15.0,1.0,13.0,1.0,1.0,13.0,13.0,0.0,,0.0,0.0,,,,8.0,1.0,8.0,27.0,0.0,0.0,0.0,8.0,,148,18,115,26,59,15,,,,39,76,30,46,,,,,,11.0,11.0,11.0,1.0,,4.0,4,,12.0,0.0,0.13,28,28,29,8,cassandra,False
1935,Public Class,org.apache.cassandra.cql3.statements.CreateColumnFamilyStatement,1.0,1.0,1.0,1.0,10.0,0.0,8.0,1.0,1.0,13.0,13.0,0.0,,0.0,0.0,,,,6.0,8.0,6.0,23.0,0.0,1.0,0.0,5.0,,261,38,202,44,111,22,,,,81,128,48,80,,,,,,3.0,3.0,3.0,1.0,,4.0,1,,79.0,43.0,0.11,10,10,11,6,cassandra,False
1954,Public Class,org.apache.cassandra.cql3.statements.CreateIndexStatement,4.0,3.0,4.0,3.0,18.0,1.0,17.0,0.0,1.0,12.0,12.0,0.0,,0.0,1.0,,,,3.0,2.0,3.0,20.0,0.0,0.0,0.0,3.0,,66,7,57,12,33,2,,,,24,37,13,24,,,,,,11.0,9.0,11.0,7.0,,4.0,3,,33.0,33.0,0.04,13,11,13,9,cassandra,False
1958,Public Class,org.apache.cassandra.cql3.statements.CreateKeyspaceStatement,2.0,2.0,2.0,1.0,14.0,1.0,9.0,4.0,1.0,10.0,10.0,0.0,,0.0,0.0,,,,4.0,2.0,4.0,21.0,0.0,0.0,0.0,4.0,,70,8,45,8,23,17,,,,16,25,7,18,,,,,,5.0,5.0,5.0,1.0,,4.0,2,,12.0,12.0,0.38,8,8,8,4,cassandra,False
1963,Public Class,org.apache.cassandra.cql3.statements.DeleteStatement,3.0,3.0,4.0,1.0,20.0,1.0,17.0,1.0,1.0,19.0,19.0,0.0,,0.0,0.0,,,,6.0,4.0,6.0,25.0,0.0,0.0,0.0,6.0,,138,17,111,27,63,11,,,,46,69,29,40,,,,,,9.0,9.0,11.0,1.0,,4.0,3,,58.0,41.0,0.1,20,20,25,6,cassandra,False
1970,Public Class,org.apache.cassandra.cql3.statements.DropColumnFamilyStatement,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,5.0,5.0,0.0,,0.0,0.0,,,,3.0,0.0,3.0,20.0,0.0,0.0,0.0,3.0,,17,2,15,4,3,0,,,,3,7,4,3,,,,,,1.0,1.0,1.0,1.0,,4.0,0,,0.0,0.0,0.0,3,3,3,3,cassandra,False
1974,Public Class,org.apache.cassandra.cql3.statements.DropIndexStatement,2.0,2.0,3.0,2.0,11.0,1.0,9.0,0.0,1.0,9.0,9.0,0.0,,0.0,0.0,,,,4.0,1.0,4.0,21.0,0.0,1.0,0.0,3.0,,52,9,43,10,21,0,,,,17,29,12,17,,,,,,4.0,4.0,6.0,3.0,,4.0,2,,25.0,25.0,0.0,9,9,12,8,cassandra,False
1979,Public Class,org.apache.cassandra.cql3.statements.DropKeyspaceStatement,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,5.0,5.0,0.0,,0.0,0.0,,,,4.0,1.0,4.0,21.0,0.0,0.0,0.0,4.0,,27,4,23,7,6,0,,,,7,12,6,6,,,,,,1.0,1.0,1.0,1.0,,4.0,0,,0.0,0.0,0.0,4,4,4,4,cassandra,False
2015,Public Class,org.apache.cassandra.cql3.statements.SelectStatement,3.0,3.0,4.0,2.0,22.0,1.0,19.0,2.0,2.0,53.0,53.0,0.0,,3.0,2.0,,,,33.0,9.0,36.0,36.0,0.0,27.0,0.0,9.0,,1383,162,1102,220,654,125,,,,457,688,249,439,,,,,,28.0,25.0,31.0,21.0,,1.0,7,,84.0,75.0,0.11,142,134,164,84,cassandra,False
2103,Public Class,org.apache.cassandra.cql3.statements.TruncateStatement,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,2.0,6.0,6.0,0.0,,0.0,0.0,,,,5.0,0.0,5.0,12.0,0.0,0.0,0.0,5.0,,39,4,35,6,11,0,,,,8,15,6,9,,,,,,3.0,3.0,3.0,1.0,,3.0,1,,0.0,0.0,0.0,7,7,7,5,cassandra,False
2109,Public Class,org.apache.cassandra.cql3.statements.UpdateStatement,7.0,6.0,7.0,1.0,34.0,2.0,27.0,4.0,1.0,28.0,28.0,0.0,,1.0,0.0,,,,8.0,7.0,9.0,28.0,1.0,2.0,0.0,6.0,,339,35,259,54,164,46,,,,102,162,49,113,,,,,,26.0,20.0,27.0,5.0,,4.0,4,,68.0,55.0,0.18,63,54,68,16,cassandra,False
2119,Public Class,org.apache.cassandra.cql3.statements.UseStatement,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,2.0,2.0,2.0,0.0,,0.0,0.0,,,,5.0,1.0,5.0,8.0,0.0,0.0,0.0,5.0,,29,5,23,7,4,1,,,,5,11,7,4,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,60.0,60.0,0.04,5,5,5,5,cassandra,False
2166,Public Class,org.apache.cassandra.db.ArrayBackedSortedColumns,2.0,2.0,2.0,1.0,10.0,0.0,9.0,1.0,2.0,8.0,8.0,0.0,,1.0,1.0,,,,24.0,3.0,25.0,34.0,0.0,6.0,0.0,19.0,,461,53,342,68,155,68,,,,114,190,79,111,,,,,,11.0,11.0,12.0,4.0,,2.0,2,,52.0,36.0,0.2,60,60,61,28,cassandra,False
2222,Public Class,org.apache.cassandra.db.AtomicSortedColumns,1.0,1.0,1.0,1.0,7.0,0.0,6.0,0.0,2.0,6.0,6.0,0.0,,1.0,1.0,,,,28.0,1.0,29.0,29.0,0.0,3.0,0.0,26.0,,395,47,295,66,120,54,,,,105,163,68,95,,,,,,5.0,5.0,5.0,4.0,,1.0,3,,31.0,10.0,0.18,43,43,43,36,cassandra,False
2265,Public Class,org.apache.cassandra.db.CollationController,6.0,6.0,7.0,1.0,41.0,3.0,31.0,6.0,1.0,28.0,28.0,0.0,,0.0,1.0,,,,6.0,5.0,6.0,6.0,0.0,3.0,0.0,3.0,,286,31,198,45,125,57,,,,83,127,52,75,,,,,,16.0,16.0,18.0,4.0,,1.0,4,,47.0,36.0,0.29,39,39,47,11,cassandra,False
2276,Public Class,org.apache.cassandra.db.Column,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,2.0,19.0,19.0,4.0,,7.0,2.0,,,,32.0,3.0,39.0,39.0,2.0,0.0,1.0,36.0,,327,49,238,59,102,40,,,,92,147,59,88,,,,,,8.0,8.0,8.0,5.0,,1.0,1,,86.0,68.0,0.17,60,60,62,46,cassandra,False
2316,Public Class,org.apache.cassandra.db.ColumnFamily,1.0,1.0,1.0,1.0,7.0,0.0,6.0,0.0,2.0,23.0,23.0,0.0,,10.0,1.0,,,,31.0,1.0,41.0,70.0,1.0,0.0,1.0,39.0,,366,48,281,65,125,44,,,,93,162,68,94,,,,,,6.0,6.0,7.0,3.0,,2.0,3,,75.0,26.0,0.16,64,64,68,43,cassandra,False
2358,Public Class,org.apache.cassandra.db.ColumnFamilyNotDefinedException,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,24,0,7,2,1,17,,,,1,3,2,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,2.43,1,1,1,1,cassandra,False
2360,Public Class,org.apache.cassandra.db.ColumnFamilySerializer,1.0,1.0,1.0,1.0,9.0,0.0,8.0,0.0,2.0,12.0,12.0,0.0,,0.0,1.0,,,,10.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,,124,13,92,19,45,19,,,,38,57,21,36,,,,,,3.0,3.0,3.0,3.0,,1.0,2,,0.0,0.0,0.21,18,18,18,12,cassandra,False
2371,Public Class,org.apache.cassandra.db.ColumnFamilyStore,2.0,2.0,2.0,1.0,12.0,0.0,9.0,1.0,2.0,59.0,59.0,0.0,,13.0,4.0,,,,132.0,21.0,145.0,145.0,4.0,15.0,0.0,126.0,,2046,266,1459,327,747,331,,,,528,875,351,524,,,,,,13.0,13.0,15.0,5.0,,1.0,4,,94.0,89.0,0.23,298,298,325,172,cassandra,True
2580,Public Class,org.apache.cassandra.db.ColumnIndexer,3.0,3.0,3.0,1.0,24.0,2.0,15.0,6.0,1.0,8.0,8.0,0.0,,5.0,0.0,,,,0.0,0.0,5.0,5.0,0.0,2.0,0.0,3.0,,180,20,107,21,57,57,,,,43,67,24,43,,,,,,7.0,7.0,8.0,3.0,,1.0,2,,0.0,0.0,0.53,15,15,16,7,cassandra,False
2589,Public Class,org.apache.cassandra.db.ColumnSerializer,2.0,2.0,2.0,1.0,15.0,0.0,15.0,0.0,2.0,10.0,10.0,0.0,,0.0,5.0,,,,5.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,,105,8,92,27,50,5,,,,37,52,27,25,,,,,,7.0,7.0,7.0,3.0,,1.0,2,,0.0,0.0,0.05,14,14,14,7,cassandra,False
2597,Public Class,org.apache.cassandra.db.CounterColumn,2.0,2.0,2.0,1.0,11.0,0.0,9.0,1.0,1.0,25.0,25.0,0.0,,4.0,2.0,,,,21.0,1.0,25.0,64.0,0.0,3.0,0.0,22.0,,357,35,258,60,131,66,,,,95,151,53,98,,,,,,15.0,15.0,16.0,7.0,,2.0,5,,56.0,31.0,0.26,51,51,58,39,cassandra,False
2625,Public Class,org.apache.cassandra.db.CounterMutation,1.0,1.0,1.0,1.0,7.0,0.0,6.0,0.0,2.0,18.0,18.0,0.0,,1.0,2.0,,,,14.0,2.0,15.0,15.0,0.0,1.0,0.0,14.0,,150,20,111,34,52,19,,,,44,75,38,37,,,,,,6.0,6.0,7.0,5.0,,1.0,2,,56.0,50.0,0.17,25,25,26,21,cassandra,False
2645,Public Class,org.apache.cassandra.db.CounterMutationVerbHandler,5.0,5.0,5.0,1.0,51.0,2.0,38.0,11.0,2.0,7.0,7.0,0.0,,0.0,1.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,73,3,42,10,22,28,,,,13,19,11,8,,,,,,5.0,5.0,5.0,1.0,,1.0,1,,0.0,0.0,0.67,5,5,5,1,cassandra,False
2649,Public Class,org.apache.cassandra.db.CounterUpdateColumn,1.0,1.0,1.0,1.0,6.0,0.0,5.0,0.0,1.0,8.0,8.0,0.0,,0.0,0.0,,,,8.0,0.0,8.0,47.0,0.0,0.0,0.0,8.0,,89,10,50,15,18,29,,,,11,21,10,11,,,,,,3.0,3.0,4.0,1.0,,2.0,1,,0.0,0.0,0.58,10,10,11,8,cassandra,False
2658,Public Class,org.apache.cassandra.db.DBConstants,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,5.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8,0,8,6,5,0,,,,5,6,6,0,,,,,,0.0,0.0,0.0,0.0,,1.0,0,,0.0,0.0,0.0,0,0,0,0,cassandra,False
2659,Public Class,org.apache.cassandra.db.DataTracker,2.0,2.0,2.0,1.0,11.0,0.0,9.0,0.0,1.0,16.0,16.0,0.0,,1.0,1.0,,,,41.0,5.0,42.0,42.0,1.0,4.0,0.0,37.0,,635,78,486,121,237,71,,,,206,321,143,178,,,,,,6.0,6.0,9.0,5.0,,1.0,2,,84.0,63.0,0.15,90,90,96,46,cassandra,False
2728,Public Class,org.apache.cassandra.db.DefinitionsUpdateVerbHandler,1.0,1.0,1.0,1.0,12.0,1.0,11.0,0.0,2.0,3.0,3.0,0.0,,0.0,1.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,39,2,14,3,6,23,,,,4,7,4,3,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,0.0,0.0,1.64,1,1,1,1,cassandra,False
2732,Public Class,org.apache.cassandra.db.DefsTable,3.0,3.0,3.0,1.0,22.0,3.0,16.0,3.0,1.0,25.0,25.0,0.0,,23.0,5.0,,,,0.0,0.0,23.0,23.0,0.0,15.0,0.0,8.0,,641,109,376,98,235,163,,,,175,273,118,155,,,,,,15.0,15.0,17.0,9.0,,1.0,4,,0.0,0.0,0.43,78,78,82,38,cassandra,False
2757,Public Class,org.apache.cassandra.db.DeletedColumn,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,7.0,7.0,0.0,,1.0,0.0,,,,10.0,0.0,11.0,50.0,0.0,0.0,0.0,11.0,,90,10,61,20,17,19,,,,14,29,12,17,,,,,,3.0,3.0,3.0,1.0,,2.0,1,,0.0,0.0,0.31,14,14,14,11,cassandra,False
2769,Public Class,org.apache.cassandra.db.Directories,3.0,3.0,4.0,1.0,16.0,1.0,14.0,1.0,1.0,15.0,15.0,0.0,,13.0,5.0,,,,9.0,4.0,22.0,22.0,2.0,7.0,0.0,13.0,,575,63,437,90,245,76,,,,171,296,111,185,,,,,,11.0,11.0,13.0,6.0,,1.0,5,,83.0,76.0,0.17,83,83,91,41,cassandra,False
2771,Public Class,org.apache.cassandra.db.Directories.SSTableLister,2.0,2.0,2.0,1.0,12.0,0.0,11.0,0.0,1.0,3.0,3.0,0.0,,0.0,0.0,,,,9.0,8.0,9.0,9.0,0.0,2.0,0.0,7.0,,129,15,111,22,61,3,,,,49,80,26,54,,,,,,6.0,6.0,6.0,4.0,,1.0,2,,75.0,63.0,0.03,21,21,21,12,cassandra,False
2804,Public Class,org.apache.cassandra.db.EchoedRow,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,7.0,1.0,7.0,13.0,0.0,0.0,0.0,7.0,,48,7,34,9,11,7,,,,12,20,9,11,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,57.0,57.0,0.21,7,7,7,7,cassandra,False
2812,Public Class,org.apache.cassandra.db.ExpiringColumn,1.0,1.0,1.0,1.0,7.0,0.0,6.0,0.0,1.0,13.0,13.0,0.0,,1.0,1.0,,,,14.0,2.0,15.0,54.0,0.0,0.0,0.0,15.0,,171,17,119,34,50,36,,,,42,64,23,41,,,,,,3.0,3.0,3.0,1.0,,2.0,1,,46.0,33.0,0.3,21,21,24,15,cassandra,False
2828,Public Class,org.apache.cassandra.db.HintedHandOffManager,3.0,3.0,3.0,1.0,23.0,1.0,20.0,2.0,2.0,40.0,40.0,0.0,,3.0,6.0,,,,13.0,2.0,16.0,16.0,0.0,8.0,1.0,7.0,,462,44,341,79,202,83,,,,148,212,84,128,,,,,,15.0,15.0,15.0,11.0,,1.0,4,,90.0,84.0,0.24,52,52,54,28,cassandra,False
2929,Public Class,org.apache.cassandra.db.IndexScanCommand,1.0,1.0,1.0,1.0,10.0,0.0,10.0,0.0,2.0,8.0,8.0,0.0,,1.0,1.0,,,,2.0,5.0,3.0,3.0,0.0,0.0,0.0,3.0,,94,9,67,24,34,18,,,,34,43,24,19,,,,,,2.0,2.0,2.0,1.0,,1.0,1,,66.0,66.0,0.27,4,4,4,3,cassandra,False
2937,Public Class,org.apache.cassandra.db.KeyspaceNotDefinedException,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,7,0,7,2,1,0,,,,1,3,2,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,1,1,1,1,cassandra,False
2939,Public Class,org.apache.cassandra.db.Memtable,1.0,1.0,1.0,1.0,16.0,1.0,13.0,1.0,1.0,17.0,17.0,0.0,,2.0,6.0,,,,18.0,9.0,20.0,20.0,4.0,2.0,0.0,14.0,,427,54,311,65,171,68,,,,119,176,80,96,,,,,,6.0,6.0,6.0,3.0,,1.0,3,,86.0,83.0,0.22,36,36,36,24,cassandra,False
2983,Public Class,org.apache.cassandra.db.MeteredFlusher,5.0,5.0,5.0,2.0,42.0,3.0,35.0,4.0,2.0,4.0,4.0,0.0,,0.0,1.0,,,,2.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,,90,8,75,16,49,9,,,,31,48,19,29,,,,,,7.0,7.0,8.0,4.0,,1.0,2,,50.0,50.0,0.12,10,10,11,5,cassandra,False
