RepositoryHandler.java: net.sourceforge.atunes.kernel.handlers Repository.java: net.sourceforge.atunes.kernel.modules.repository 1->2: 0  2->1: 205
StatsDialogController.java: net.sourceforge.atunes.kernel.controllers.stats LanguageTool.java: net.sourceforge.atunes.utils.language 1->2: 0  2->1: 30
ApplicationDataHandler.java: net.sourceforge.atunes.kernel.handlers PlayList.java: net.sourceforge.atunes.model.player 1->2: 0  2->1: 21
AudioScrobblerCoversRunnable.java: net.sourceforge.atunes.kernel.modules.audioscrobbler AudioScrobblerRunnable.java: net.sourceforge.atunes.kernel.modules.audioscrobbler 1->2: 13  2->1: 6
ApplicationMenuBar.java: net.sourceforge.atunes.gui.views.menu VisualHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 6  2->1: 16
RepositoryHandler.java: net.sourceforge.atunes.kernel.handlers AudioScrobblerServiceHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 26  2->1: 111
RipperHandler.java: net.sourceforge.atunes.kernel.handlers Cdda2wav.java: net.sourceforge.atunes.kernel.modules.cdripper.cdda2wav 1->2: 0  2->1: 11
RendererSingleton.java: net.sourceforge.atunes.gui.views Genre.java: net.sourceforge.atunes.model.info 1->2: 0  2->1: 40
AudioFile.java: net.sourceforge.atunes.kernel.modules.repository.audio Album.java: net.sourceforge.atunes.model.info 1->2: 26  2->1: 22
NavigationTableModel.java: net.sourceforge.atunes.gui.model RepositoryHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 43  2->1: 10
RipCdDialog.java: net.sourceforge.atunes.gui.views.dialogs VisualHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 40  2->1: 0
ControllerProxy.java: net.sourceforge.atunes.kernel TagModifier.java: net.sourceforge.atunes.kernel.modules.repository.tags.writer 1->2: 16  2->1: 0
ExportOptionsDialog.java: net.sourceforge.atunes.gui.views.dialogs ExportOptionsDialogActionListener.java: net.sourceforge.atunes.kernel.controllers.exportOptionsDialog 1->2: 20  2->1: 0
PlayListController.java: net.sourceforge.atunes.kernel.controllers.playList AudioScrobblerServiceHandler.java: net.sourceforge.atunes.kernel.handlers 1->2: 0  2->1: 47
NavigationPanel.java: net.sourceforge.atunes.gui.views.panels LanguageTool.java: net.sourceforge.atunes.utils.language 1->2: 0  2->1: 94
Main.java: net.sourceforge.atunes Logger.java: net.sourceforge.atunes.utils.log4j 1->2: 0  2->1: 14
PlayListFilterOps.java: net.sourceforge.atunes.kernel.modules.playlist AudioFile.java: net.sourceforge.atunes.kernel.modules.repository.audio 1->2: 0  2->1: 13
FilePropertiesPanel.java: net.sourceforge.atunes.gui.views.panels FilePropertiesController.java: net.sourceforge.atunes.kernel.controllers.fileProperties 1->2: 30  2->1: 0
