RSSConnector.java: org.apache.manifoldcf.crawler.connectors.rss SpecificationNode.java: org.apache.manifoldcf.core.interfaces 1->2: 0  2->1: 246
GTSConnector.java: org.apache.manifoldcf.agents.output.gts Messages.java: org.apache.manifoldcf.core.i18n 1->2: 0  2->1: 66
GTSConnector.java: org.apache.manifoldcf.agents.output.gts BaseOutputConnector.java: org.apache.manifoldcf.agents.output 1->2: 89  2->1: 22
DBInterfacePostgreSQL.java: org.apache.manifoldcf.core.database IResultSet.java: org.apache.manifoldcf.core.interfaces 1->2: 0  2->1: 26
ActiveDirectoryAuthority.java: org.apache.manifoldcf.authorities.authorities.activedirectory Messages.java: org.apache.manifoldcf.agents.output.nullconnector 1->2: 2  2->1: 30
MatchMap.java: org.apache.manifoldcf.crawler.connectors.meridio MatchMap.java: org.apache.manifoldcf.crawler.connectors.sharepoint 1->2: 52  2->1: 52
ManifoldCFException.java: org.apache.manifoldcf.core.interfaces ManifoldCF.java: org.apache.manifoldcf.core.system 1->2: 371  2->1: 0
WikiConnector.java: org.apache.manifoldcf.crawler.connectors.wiki Messages.java: org.apache.manifoldcf.core.i18n 1->2: 0  2->1: 194
ThrottledFetcher.java: org.apache.manifoldcf.crawler.connectors.webcrawler WebcrawlerConnector.java: org.apache.manifoldcf.crawler.connectors.webcrawler 1->2: 9  2->1: 6
OutputConnectorFactory.java: org.apache.manifoldcf.agents.interfaces OutputConnectorManager.java: org.apache.manifoldcf.agents.outputconnmgr 1->2: 25  2->1: 18
Messages.java: org.apache.manifoldcf.crawler.connectors.jdbc MeridioConnector.java: org.apache.manifoldcf.crawler.connectors.meridio 1->2: 586  2->1: 0
LivelinkAuthority.java: org.apache.manifoldcf.crawler.connectors.livelink ManifoldCFException.java: org.apache.manifoldcf.core.interfaces 1->2: 0  2->1: 147
SharePointRepository.java: org.apache.manifoldcf.crawler.connectors.sharepoint ManifoldCFException.java: org.apache.manifoldcf.core.interfaces 1->2: 0  2->1: 357
ActiveDirectoryAuthority.java: org.apache.manifoldcf.authorities.authorities.activedirectory IPostParameters.java: org.apache.manifoldcf.core.interfaces 1->2: 0  2->1: 43
Messages.java: org.apache.manifoldcf.crawler.authorities.DCTM Messages.java: org.apache.manifoldcf.authorities.authorities.nullauthority 1->2: 126  2->1: 126
SolrConnector.java: org.apache.manifoldcf.agents.output.solr OutputSpecification.java: org.apache.manifoldcf.agents.interfaces 1->2: 1  2->1: 20
