getRandomID: JDBCBench.java: org.hsqldb.test Diff:143
dropTable: Database.java: org.hsqldb Diff:50
getTypeNr: Types.java: org.hsqldb Diff:2
getMaxColumnsInSelect: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
findFirst: TableFilter.java: org.hsqldb Diff:22
delete: Table.java: org.hsqldb Diff:113
readBinary: RowInputText.java: org.hsqldb.rowio Diff:21
getScale: Column.java: org.hsqldb Diff:2
findFirstNotNull: Index.java: org.hsqldb Diff:53
openServerSocket: Server.java: org.hsqldb Diff:36
isConstant: Expression.java: org.hsqldb Diff:173
duplicate: Table.java: org.hsqldb Diff:20
processCreateView: DatabaseCommandInterpreter.java: org.hsqldb Diff:276
isNestedTransaction: Session.java: org.hsqldb Diff:27
dropTriggers: Table.java: org.hsqldb Diff:50
initStructures: HSQLClientConnection.java: org.hsqldb Diff:1
readBinary: RowInputBase.java: org.hsqldb.rowio Diff:2
checkCascadeUpdate: Table.java: org.hsqldb Diff:91
getMaxColumnsInOrderBy: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
fetchPrimaryKeys: ZaurusTableForm.java: org.hsqldb.util Diff:77
checkIsReallyTable: DatabaseCommandInterpreter.java: org.hsqldb Diff:477
getAutoCommit: Library.java: org.hsqldb Diff:29
SavePrefs: Transfer.java: org.hsqldb.util Diff:78
getMaxSchemaNameLength: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
writeInsertStatement: Log.java: org.hsqldb Diff:20
run: TriggerDef.java: org.hsqldb Diff:35
isValid: TriggerDef.java: org.hsqldb Diff:44
setMainString: Result.java: org.hsqldb Diff:24
getOutputParmCount: DIProcedureInfo.java: org.hsqldb Diff:7
getParameterMetaData: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:19
getSystemTable: DatabaseInformation.java: org.hsqldb Diff:3
closeFile: Cache.java: org.hsqldb Diff:8
getName: DITableInfo.java: org.hsqldb Diff:73
showUsage: DatabaseManager.java: org.hsqldb.util Diff:10
main: ZaurusDatabaseManager.java: org.hsqldb.util Diff:39
executeInsertValuesStatement: CompiledStatementExecutor.java: org.hsqldb Diff:20
getConstraints: Table.java: org.hsqldb Diff:3
getTable: DITableInfo.java: org.hsqldb Diff:77
getDriverVersion: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:7
getRightExpression: Expression.java: org.hsqldb Diff:135
getCurrentTimestamp: Session.java: org.hsqldb Diff:54
getAliasMap: Database.java: org.hsqldb Diff:13
newRow: Row.java: org.hsqldb Diff:2
getSortingStatus: TableSorter.java: org.hsqldb.util Diff:1
isSearchable: jdbcResultSetMetaData.java: org.hsqldb.jdbc Diff:3
inAggregateOrGroupByClause: Select.java: org.hsqldb Diff:10
resetToday: HsqlDateTime.java: org.hsqldb Diff:10
create: ConnectionDialog.java: org.hsqldb.util Diff:34
back: Tokenizer.java: org.hsqldb Diff:2
next: jdbcResultSet.java: org.hsqldb.jdbc Diff:2
addName: DatabaseObjectNames.java: org.hsqldb Diff:3
getInternalColumnCount: Table.java: org.hsqldb Diff:20
indexRow: Table.java: org.hsqldb Diff:118
getDataSource: TextTable.java: org.hsqldb Diff:10
isCaseSensitive: DITypeInfo.java: org.hsqldb Diff:43
getDMLSCN: Database.java: org.hsqldb Diff:93
sync: ScriptWriterBase.java: org.hsqldb.scriptio Diff:2
openCache: TextTable.java: org.hsqldb Diff:8
equals: CachedDataRow.java: org.hsqldb Diff:7
getInt: jdbcCallableStatement.java: org.hsqldb.jdbc Diff:5
findNode: DiskNode.java: org.hsqldb Diff:2
execute: DatabaseCommandInterpreter.java: org.hsqldb Diff:10
removeDbObject: UserManager.java: org.hsqldb Diff:20
setURLProperties: HsqlDatabaseProperties.java: org.hsqldb Diff:18
getDefaultScale: DITypeInfo.java: org.hsqldb Diff:3
LoadPrefs: Transfer.java: org.hsqldb.util Diff:76
materializeSubQueries: CompiledStatement.java: org.hsqldb Diff:9
init: jdbcResultSetMetaData.java: org.hsqldb.jdbc Diff:6
getContent: ZaurusChoice.java: org.hsqldb.util Diff:3
setDBInfoArrays: Server.java: org.hsqldb Diff:32
supportsUnionAll: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
getObject: jdbcCallableStatement.java: org.hsqldb.jdbc Diff:5
storesMixedCaseQuotedIdentifiers: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:7
writeIntData: RowOutputText.java: org.hsqldb.rowio Diff:10
registerRow: Table.java: org.hsqldb Diff:123
connectClose: JDBCBench.java: org.hsqldb.test Diff:151
SqlToIndex: TriggerDef.java: org.hsqldb Diff:34
setFilesReadOnly: Database.java: org.hsqldb Diff:13
bind: CompiledStatement.java: org.hsqldb Diff:1
listTables: SqlFile.java: org.hsqldb.util Diff:121
setUnicodeStream: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:5
newSession: SessionManager.java: org.hsqldb Diff:1
checkDDLWrite: Session.java: org.hsqldb Diff:2
createPrimaryKey: Table.java: org.hsqldb Diff:40
getViewsWithTable: Database.java: org.hsqldb Diff:77
close: TransferDb.java: org.hsqldb.util Diff:108
insertNoCheck: Table.java: org.hsqldb Diff:42
readThis: Parser.java: org.hsqldb Diff:150
getMethod: DIProcedureInfo.java: org.hsqldb Diff:5
processDrop: DatabaseCommandInterpreter.java: org.hsqldb Diff:317
getColumnTypes: Table.java: org.hsqldb Diff:119
getCatalog: jdbcConnection.java: org.hsqldb.jdbc Diff:1
getResultSetCount: DIProcedureInfo.java: org.hsqldb Diff:10
getLeft: Node.java: org.hsqldb Diff:2
getConnectionAttrType: Result.java: org.hsqldb Diff:24
readAggregate: Parser.java: org.hsqldb Diff:165
put: IntKeyHashMap.java: org.hsqldb.lib Diff:1
getIndexForColumns: Table.java: org.hsqldb Diff:37
getNewRowData: Table.java: org.hsqldb Diff:53
arrayToString: StringUtil.java: org.hsqldb.lib Diff:12
processShutdown: DatabaseCommandInterpreter.java: org.hsqldb Diff:456
registerOutParameter: jdbcCallableStatement.java: org.hsqldb.jdbc Diff:2
values: HashMap.java: org.hsqldb.lib Diff:3
getNumPrecRadix: DITypeInfo.java: org.hsqldb Diff:9
checkColumnIsInView: Database.java: org.hsqldb Diff:62
supportsExtendedSQLGrammar: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
testCondition: Expression.java: org.hsqldb Diff:132
getViewsWithView: Database.java: org.hsqldb Diff:69
getLeft: DiskNode.java: org.hsqldb Diff:2
popPair: TriggerDef.java: org.hsqldb Diff:39
writeBigint: RowOutputBinary.java: org.hsqldb.rowio Diff:19
SYSTEM_CROSSREFERENCE: DatabaseInformationMain.java: org.hsqldb Diff:40
getSchemas: TransferDb.java: org.hsqldb.util Diff:5
getRef: jdbcCallableStatement.java: org.hsqldb.jdbc Diff:5
closeAllTextCaches: Log.java: org.hsqldb Diff:41
iterateRoutineMethods: DINameSpace.java: org.hsqldb Diff:36
getSession: SessionManager.java: org.hsqldb Diff:11
resolveTables: Function.java: org.hsqldb Diff:11
getArgNullability: Function.java: org.hsqldb Diff:43
processQuery: WebServerConnection.java: org.hsqldb Diff:39
setPos: CachedRow.java: org.hsqldb Diff:2
getMaxConnections: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
fillZChoice: ZaurusTableForm.java: org.hsqldb.util Diff:50
isKeyword: Token.java: org.hsqldb Diff:61
isAccessible: User.java: org.hsqldb Diff:6
writeAll: ScriptWriterBase.java: org.hsqldb.scriptio Diff:1
getBestRowIdentifiers: Table.java: org.hsqldb Diff:30
SYSTEM_COLUMNPRIVILEGES: DatabaseInformationMain.java: org.hsqldb Diff:13
newDatabaseInformation: DatabaseInformation.java: org.hsqldb Diff:2
setWithContent: DatabaseInformation.java: org.hsqldb Diff:3
checkIsRowCount: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:20
resetToDate: HsqlDateTime.java: org.hsqldb Diff:9
removeFromElementArrays: BaseHashMap.java: org.hsqldb.store Diff:4
formatResultSet: DatabaseManagerSwing.java: org.hsqldb.util Diff:73
supportsANSI92FullSQL: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
getProcedureColumns: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:4
writeLogStatement: ScriptWriterText.java: org.hsqldb.scriptio Diff:25
writeChar: RowOutputBinary.java: org.hsqldb.rowio Diff:16
readTimestamp: RowInputBase.java: org.hsqldb.rowio Diff:2
processCreateColumn: DatabaseCommandInterpreter.java: org.hsqldb Diff:153
setIndexRoots: Table.java: org.hsqldb Diff:40
setBlob: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:13
deRegisterServer: DatabaseManager.java: org.hsqldb Diff:22
resolveOrderByColumnAlias: Parser.java: org.hsqldb Diff:140
throwError: jdbcUtil.java: org.hsqldb.jdbc Diff:3
isServerDB: DatabaseManager.java: org.hsqldb Diff:46
argArrayToProps: HsqlProperties.java: org.hsqldb Diff:5
SYSTEM_CATALOGS: DatabaseInformationMain.java: org.hsqldb Diff:18
readLongData: RowInputText.java: org.hsqldb.rowio Diff:9
containsName: DatabaseObjectNames.java: org.hsqldb Diff:1
getConstraint: Table.java: org.hsqldb Diff:118
getNotNull: Function.java: org.hsqldb Diff:17
supportsTableCorrelationNames: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
processAlterSequence: DatabaseCommandInterpreter.java: org.hsqldb Diff:495
convertToType: InformixTransferHelper.java: org.hsqldb.util Diff:4
isIgnoreCase: Database.java: org.hsqldb Diff:22
createBorderPanel: ConnectionDialog.java: org.hsqldb.util Diff:34
checkNull: RowInputBinary.java: org.hsqldb.rowio Diff:9
windowDeactivated: DatabaseManager.java: org.hsqldb.util Diff:60
processDropSequence: DatabaseCommandInterpreter.java: org.hsqldb Diff:579
isRoot: BaseMemoryNode.java: org.hsqldb Diff:5
getMaxProcedureNameLength: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
setColumnComparator: TableSorter.java: org.hsqldb.util Diff:1
showResultInText: DatabaseManager.java: org.hsqldb.util Diff:119
executeQuery: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:11
writeReal: RowOutputBinary.java: org.hsqldb.rowio Diff:20
isConstraint: Index.java: org.hsqldb Diff:1
removeSession: CompiledStatementManager.java: org.hsqldb Diff:42
getStateString: Database.java: org.hsqldb Diff:91
writeFile: DatabaseManagerCommon.java: org.hsqldb.util Diff:8
rollbackToSavepoint: Session.java: org.hsqldb Diff:20
getNewGetBundleMethod: BundleHandler.java: org.hsqldb.resources Diff:6
rollback: HSQLClientConnection.java: org.hsqldb Diff:3
getLineNumber: TextCache.java: org.hsqldb Diff:78
close: DataFileCache.java: org.hsqldb Diff:17
checkSequenceIsInView: Database.java: org.hsqldb Diff:61
getViewsWithSequence: Database.java: org.hsqldb Diff:84
refreshTree: DatabaseManagerSwing.java: org.hsqldb.util Diff:131
getUpdateAction: Constraint.java: org.hsqldb Diff:1
pushPair: TriggerDef.java: org.hsqldb Diff:44
processCreateDefaultExpression: DatabaseCommandInterpreter.java: org.hsqldb Diff:164
getErrout: ExecHarness.java: org.hsqldb.test Diff:11
setDefaultExpression: Column.java: org.hsqldb Diff:2
getNormalisedTime: HsqlDateTime.java: org.hsqldb Diff:3
getMainColumns: Constraint.java: org.hsqldb Diff:1
writeInteger: RowOutputBinary.java: org.hsqldb.rowio Diff:18
shutdownAfterQueued: HsqlTaskQueue.java: org.hsqldb.lib Diff:2
getRowCount: GridSwing.java: org.hsqldb.util Diff:2
firstRow: Index.java: org.hsqldb Diff:54
getMaxStatements: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
main: EchoProperty.java: org.hsqldb.util Diff:3
hasDataChanged: CachedRow.java: org.hsqldb Diff:2
supportsTransactionIsolationLevel: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
connect: DatabaseManagerSwing.java: org.hsqldb.util Diff:10
SYSTEM_TEXTTABLES: DatabaseInformationFull.java: org.hsqldb Diff:292
reopen: Database.java: org.hsqldb Diff:7
writeEnd: RowOutputBinary.java: org.hsqldb.rowio Diff:4
searchRows: ZaurusTableForm.java: org.hsqldb.util Diff:35
executeBatch: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:16
equals: Expression.java: org.hsqldb Diff:186
throwerror: Trace.java: org.hsqldb Diff:19
setLogToSystem: JavaSystem.java: org.hsqldb.lib.java Diff:1
isAutoCommit: HSQLClientConnection.java: org.hsqldb Diff:2
addPColRows: DatabaseInformationFull.java: org.hsqldb Diff:725
getRef: Constraint.java: org.hsqldb Diff:1
setBoolean: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:14
getLimitCount: Select.java: org.hsqldb Diff:8
getType: Column.java: org.hsqldb Diff:2
setNameSpace: DIProcedureInfo.java: org.hsqldb Diff:83
notifyServers: DatabaseManager.java: org.hsqldb Diff:40
readReal: RowInputBinary.java: org.hsqldb.rowio Diff:16
transferData: TransferTable.java: org.hsqldb.util Diff:68
createIndex: TableWorks.java: org.hsqldb Diff:36
setTime: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:18
supportsCatalogsInDataManipulation: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
getColumnMap: Table.java: org.hsqldb Diff:52
formatResultSet: DatabaseManager.java: org.hsqldb.util Diff:81
remove: HashMappedList.java: org.hsqldb.lib Diff:2
writeOther: RowOutputBinary.java: org.hsqldb.rowio Diff:30
isUnsignedAttribute: DITypeInfo.java: org.hsqldb Diff:43
processCreateCheckConstraintCondition: DatabaseCommandInterpreter.java: org.hsqldb Diff:191
getMajorVersion: jdbcDriver.java: org.hsqldb Diff:8
getGrantedClassNames: User.java: org.hsqldb Diff:16
isEmpty: Table.java: org.hsqldb Diff:52
getOperationSpec: TriggerSample.java: org.hsqldb.sample Diff:13
condlPrint: SqlFile.java: org.hsqldb.util Diff:152
fire: TriggerSample.java: org.hsqldb.sample Diff:6
setDate: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:4
checkAdmin: User.java: org.hsqldb Diff:4
setTempDir: ConnectionDialogCommon.java: org.hsqldb.util Diff:17
parseFileForTables: TransferSQLText.java: org.hsqldb.util Diff:56
getParent: BaseMemoryNode.java: org.hsqldb Diff:5
supportsColumnAliasing: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
setHead: GridSwing.java: org.hsqldb.util Diff:3
classForName: DatabaseCommandInterpreter.java: org.hsqldb Diff:609
putAll: HashMap.java: org.hsqldb.lib Diff:3
parseCloseBrackets: Parser.java: org.hsqldb Diff:156
save: HsqlProperties.java: org.hsqldb Diff:3
setTimestamp: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:19
isFromLeft: DiskNode.java: org.hsqldb Diff:2
check: Trace.java: org.hsqldb Diff:22
inputStreamToString: StringConverter.java: org.hsqldb.lib Diff:31
addTransactionInsert: Session.java: org.hsqldb Diff:5
supportsOpenStatementsAcrossRollback: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
supportsStoredProcedures: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
executeUpdate: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:25
initGUI: ZaurusDatabaseManager.java: org.hsqldb.util Diff:130
getType: Expression.java: org.hsqldb Diff:163
search: Index.java: org.hsqldb Diff:71
writeVarString: RowOutputText.java: org.hsqldb.rowio Diff:6
addToRecent: DatabaseManager.java: org.hsqldb.util Diff:124
setDouble: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:8
compareRowForInsert: Index.java: org.hsqldb Diff:79
SYSTEM_SCHEMAS: DatabaseInformationMain.java: org.hsqldb Diff:44
getDefaultDDL: Column.java: org.hsqldb Diff:2
createAdjustedIndex: Table.java: org.hsqldb Diff:46
getMaxTablesInSelect: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
set: Index.java: org.hsqldb Diff:69
start: TriggerDef.java: org.hsqldb Diff:35
closeFile: DataFileCache.java: org.hsqldb Diff:33
getRight: Node.java: org.hsqldb Diff:2
supportsAlterTableWithAddColumn: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
iterateAccessibleTriggerMethods: DINameSpace.java: org.hsqldb Diff:61
getAutoCommit: jdbcConnection.java: org.hsqldb.jdbc Diff:8
processCreateAlias: DatabaseCommandInterpreter.java: org.hsqldb Diff:526
setParent: Node.java: org.hsqldb Diff:2
getValue: Function.java: org.hsqldb Diff:16
newDefaultProperties: ServerConfiguration.java: org.hsqldb Diff:25
equals: TextTable.java: org.hsqldb Diff:7
isColumn: Expression.java: org.hsqldb Diff:178
isCurrency: jdbcResultSetMetaData.java: org.hsqldb.jdbc Diff:2
windowActivated: DatabaseManagerSwing.java: org.hsqldb.util Diff:57
getProductName: WebServer.java: org.hsqldb Diff:15
sqlException: jdbcUtil.java: org.hsqldb.jdbc Diff:9
convertFromType: SqlServerTransferHelper.java: org.hsqldb.util Diff:7
addDir: CodeSwitcher.java: org.hsqldb.util Diff:4
executeSelectStatement: CompiledStatementExecutor.java: org.hsqldb Diff:32
getBoolean: BooleanConverter.java: org.hsqldb.lib Diff:2
windowActivated: QueryTool.java: org.hsqldb.util Diff:59
getOrAddInteger: ValuePoolHashMap.java: org.hsqldb.store Diff:7
getDatabaseProductName: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:5
getDBModified: HsqlDatabaseProperties.java: org.hsqldb Diff:24
writeFileLines: CodeSwitcher.java: org.hsqldb.util Diff:17
trace: Transfer.java: org.hsqldb.util Diff:2
getResultType: DIProcedureInfo.java: org.hsqldb Diff:13
toString: JDBCTypes.java: org.hsqldb.util Diff:1
setLongParameter: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:25
values: IntKeyHashMap.java: org.hsqldb.lib Diff:1
setReadOnly: Database.java: org.hsqldb Diff:13
write: NIOScaledRAFile.java: org.hsqldb Diff:15
getIndexForColumn: Table.java: org.hsqldb Diff:33
readIntData: RowInputBinary.java: org.hsqldb.rowio Diff:4
getSql: CompiledStatementManager.java: org.hsqldb Diff:13
storesLowerCaseIdentifiers: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:7
getNode: Row.java: org.hsqldb Diff:2
getTable: CachedRow.java: org.hsqldb Diff:2
readExistingData: ScriptReaderText.java: org.hsqldb.scriptio Diff:5
setNull: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:18
grant: UserManager.java: org.hsqldb Diff:15
windowDeactivated: DatabaseManagerSwing.java: org.hsqldb.util Diff:57
readIntData: RowInputText.java: org.hsqldb.rowio Diff:9
requestFocus: ZaurusChoice.java: org.hsqldb.util Diff:3
setArgs: ExecHarness.java: org.hsqldb.test Diff:9
patternArrayToString: SqlToolHarness.java: org.hsqldb.test Diff:35
getColumnNr: Expression.java: org.hsqldb Diff:142
isAggregate: Expression.java: org.hsqldb Diff:171
parseLikePredicate: Parser.java: org.hsqldb Diff:146
getRight: DiskNode.java: org.hsqldb Diff:3
getNextIdentity: DITableInfo.java: org.hsqldb Diff:75
setDataSource: TextTable.java: org.hsqldb Diff:10
check: Trace.java: org.hsqldb Diff:21
getThis: Tokenizer.java: org.hsqldb Diff:3
getConnection: TriggerSample.java: org.hsqldb.sample Diff:33
readString: RowInputText.java: org.hsqldb.rowio Diff:10
actionPerformed: ZaurusConnectionDialog.java: org.hsqldb.util Diff:31
getPrecision: Types.java: org.hsqldb Diff:11
writeString: RowOutputBinary.java: org.hsqldb.rowio Diff:7
execute: CompiledStatementExecutor.java: org.hsqldb Diff:2
getRemarks: DITypeInfo.java: org.hsqldb Diff:10
isClosed: jdbcConnection.java: org.hsqldb.jdbc Diff:5
addToRecentConnectionSettings: ConnectionDialogCommon.java: org.hsqldb.util Diff:11
setLeft: DiskNode.java: org.hsqldb Diff:3
MAX_CHAR_OR_VARCHAR_DISPLAY_SIZE: Types.java: org.hsqldb Diff:11
getCurrentTime: Session.java: org.hsqldb Diff:52
keyPressed: ZaurusDatabaseManager.java: org.hsqldb.util Diff:40
readOther: RowInputText.java: org.hsqldb.rowio Diff:19
getString: jdbcCallableStatement.java: org.hsqldb.jdbc Diff:5
createConnection: ZaurusConnectionDialog.java: org.hsqldb.util Diff:30
enforceSize: Table.java: org.hsqldb Diff:37
getTableStructure: TransferSQLText.java: org.hsqldb.util Diff:75
openFile: ScriptWriterZipped.java: org.hsqldb.scriptio Diff:2
runSample: TriggerSample.java: org.hsqldb.sample Diff:55
numericPrecisionCreateParamRadix: Types.java: org.hsqldb Diff:11
addMenuItems: DatabaseManager.java: org.hsqldb.util Diff:12
writeDecimal: RowOutputTextLog.java: org.hsqldb.rowio Diff:43
setCharacterStream: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:10
checkInsert: Constraint.java: org.hsqldb Diff:16
parseLimit: Parser.java: org.hsqldb Diff:95
setBuffer: RowOutputBinary.java: org.hsqldb.rowio Diff:38
mergeUpdate: Table.java: org.hsqldb Diff:93
close: jdbcConnection.java: org.hsqldb.jdbc Diff:5
getTriggerDescriptor: TriggerSample.java: org.hsqldb.sample Diff:33
getTableName: Expression.java: org.hsqldb Diff:141
child: Index.java: org.hsqldb Diff:63
hasChanged: ZaurusChoice.java: org.hsqldb.util Diff:3
isAutoCommit: Session.java: org.hsqldb Diff:27
executeDDLStatement: CompiledStatementExecutor.java: org.hsqldb Diff:45
getRefColumns: Constraint.java: org.hsqldb Diff:1
writeTime: RowOutputBase.java: org.hsqldb.rowio Diff:1
doSomeWork: TriggerSample.java: org.hsqldb.sample Diff:39
writeNull: RowOutputBinary.java: org.hsqldb.rowio Diff:17
getCurrentDate: HsqlDateTime.java: org.hsqldb Diff:4
getMetaData: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:14
getLastModified: Servlet.java: org.hsqldb Diff:7
getColDataType: DITableInfo.java: org.hsqldb Diff:21
backup: DataFileCache.java: org.hsqldb Diff:52
getUserTable: Database.java: org.hsqldb Diff:15
processAlterColumnRename: DatabaseCommandInterpreter.java: org.hsqldb Diff:317
showUsage: ZaurusDatabaseManager.java: org.hsqldb.util Diff:27
setRight: Node.java: org.hsqldb Diff:2
readMultiResult: Result.java: org.hsqldb Diff:11
getBoolean: jdbcCallableStatement.java: org.hsqldb.jdbc Diff:5
getComparator: TableSorter.java: org.hsqldb.util Diff:1
isDescDataSource: Table.java: org.hsqldb Diff:2
updateIdentityValue: Table.java: org.hsqldb Diff:42
usesLocalFiles: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:7
saveTable: Transfer.java: org.hsqldb.util Diff:34
getType: Constraint.java: org.hsqldb Diff:1
supportsSubqueriesInComparisons: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
writeUTF: StringConverter.java: org.hsqldb.lib Diff:26
RefreshMainDisplay: Transfer.java: org.hsqldb.util Diff:22
byteToString: StringConverter.java: org.hsqldb.lib Diff:3
commandFromHistory: SqlFile.java: org.hsqldb.util Diff:123
getConn: TransferDb.java: org.hsqldb.util Diff:111
getInType: Tokenizer.java: org.hsqldb Diff:2
getParameterMetaData: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:19
enforceFieldValueLimits: Table.java: org.hsqldb Diff:39
jdbcCompliant: jdbcDriver.java: org.hsqldb Diff:8
getFilePointer: NIOScaledRAFile.java: org.hsqldb Diff:10
getFloat: jdbcCallableStatement.java: org.hsqldb.jdbc Diff:5
getArgClass: Function.java: org.hsqldb Diff:43
addBatch: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:25
setPassword: jdbcDataSource.java: org.hsqldb.jdbc Diff:2
setEscapeProcessing: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:1
revokeAll: User.java: org.hsqldb Diff:7
setAttributes: Session.java: org.hsqldb Diff:57
refreshTree: DatabaseManager.java: org.hsqldb.util Diff:187
addRightsStatements: DatabaseScript.java: org.hsqldb Diff:308
getList: StringUtil.java: org.hsqldb.lib Diff:22
isFixedConditional: Expression.java: org.hsqldb Diff:126
executeUpdate: jdbcPreparedStatement.java: org.hsqldb.jdbc Diff:16
executeUpdateStatement: CompiledStatementExecutor.java: org.hsqldb Diff:44
addProcRows: DatabaseInformationFull.java: org.hsqldb Diff:731
windowDeactivated: Transfer.java: org.hsqldb.util Diff:53
read: NIOScaledRAFile.java: org.hsqldb Diff:11
compareRow: Index.java: org.hsqldb Diff:75
windowDeactivated: QueryTool.java: org.hsqldb.util Diff:59
isPublic: User.java: org.hsqldb Diff:4
getCharOctLenAct: DITypeInfo.java: org.hsqldb Diff:2
processTrueOrFalse: DatabaseCommandInterpreter.java: org.hsqldb Diff:430
setAutoCommit: Session.java: org.hsqldb Diff:4
writeTime: RowOutputTextLog.java: org.hsqldb.rowio Diff:12
getSCN: Database.java: org.hsqldb Diff:93
setArgument: Function.java: org.hsqldb Diff:13
commit: HSQLClientConnection.java: org.hsqldb Diff:2
nextOuter: TableFilter.java: org.hsqldb Diff:26
findMainRef: Constraint.java: org.hsqldb Diff:23
getInt: Tokenizer.java: org.hsqldb Diff:4
toString: BaseList.java: org.hsqldb.lib Diff:9
setCompareInLocal: Column.java: org.hsqldb Diff:19
timestampValue: HsqlDateTime.java: org.hsqldb Diff:3
isReadOnly: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:3
open: TextCache.java: org.hsqldb Diff:46
getColNullability: DITableInfo.java: org.hsqldb Diff:44
listToPrimitiveArray: ExecHarness.java: org.hsqldb.test Diff:12
close: HSQLClientConnection.java: org.hsqldb Diff:2
getSignature: DINameSpace.java: org.hsqldb Diff:32
isSystemTable: DatabaseInformation.java: org.hsqldb Diff:3
readBigint: RowInputBase.java: org.hsqldb.rowio Diff:2
setDest: TransferTable.java: org.hsqldb.util Diff:1
readTime: RowInputBinary.java: org.hsqldb.rowio Diff:20
readBit: RowInputBinary.java: org.hsqldb.rowio Diff:18
insertIntoTable: Table.java: org.hsqldb Diff:39
setDatabase: jdbcDataSource.java: org.hsqldb.jdbc Diff:2
createConnection: ConnectionDialog.java: org.hsqldb.util Diff:33
removeDatabase: DatabaseManager.java: org.hsqldb Diff:21
setStatementID: Result.java: org.hsqldb Diff:24
newRowInput: RowInputBase.java: org.hsqldb.rowio Diff:1
parseInPredicate: Parser.java: org.hsqldb Diff:150
clearStructures: Database.java: org.hsqldb Diff:10
storesUpperCaseIdentifiers: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:7
get: UserManager.java: org.hsqldb Diff:15
execute: SqlFile.java: org.hsqldb.util Diff:25
bind: CompiledStatement.java: org.hsqldb Diff:1
getColStClsName: Types.java: org.hsqldb Diff:11
getBlob: jdbcCallableStatement.java: org.hsqldb.jdbc Diff:5
main: ZaurusDatabaseManager.java: org.hsqldb.util Diff:4
getRow: DiskNode.java: org.hsqldb Diff:1
getIndexCardinality: DITableInfo.java: org.hsqldb Diff:69
executePart: DatabaseCommandInterpreter.java: org.hsqldb Diff:25
readBit: RowInputText.java: org.hsqldb.rowio Diff:17
initButtons: ZaurusEditor.java: org.hsqldb.util Diff:38
error: Trace.java: org.hsqldb Diff:13
setAlias: Expression.java: org.hsqldb Diff:164
getString: ValuePool.java: org.hsqldb.store Diff:6
isSupportedAsTCol: DITypeInfo.java: org.hsqldb Diff:44
isCharacterType: Types.java: org.hsqldb Diff:11
parseURL: DatabaseManager.java: org.hsqldb Diff:67
supportsPositionedDelete: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
dataDefinitionCausesTransactionCommit: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
convertToType: PostgresTransferHelper.java: org.hsqldb.util Diff:1
supportsLikeEscapeClause: jdbcDatabaseMetaData.java: org.hsqldb.jdbc Diff:11
